我在工作呀。,0
我在工作呀，看电脑。,0
我喜欢听中国的民谣，你有听过什么好听的民谣吗？可以给我推荐推荐呀，看看你是什么样的。,0
好吧，那等到我下班了，我再跟你一块聊吧。,0
好吧，那等到我下班了，我再跟你一块聊吧，好不好？我现在还在忙。,0
好，因为我接耳机。,0
没有哦。,0
那我就忘了。,0
会打扰到你上班吗？会的话我把电话挂了。,0
会打扰到你上班吗？会的话我把电话挂了，晚一点再说吧。,0
现在可能我这边信号不好。,0
没有没有没有，很少，我住台湾，所以我们很少有机会尝到那个那个。,0
没有没有没有，很少，我住台湾，所以我们很少有机会尝到那个那个中中式菜。可是广东的话广东的话，我想一下。,0
要去经历啊，没有出过国。,0
有一点啦，没有出过国。嗯。,0
哎，我之前不是跟你讲说家里有有有养两只的猫咪就是不乖呀，它出门都不讲的啊啊。,0
嗯，什么菜哦？其实可能煮习惯了，有的时候煮到会让家人点菜。,0
嗯，什么菜哦？其实可能煮习惯了，有的时候煮到会让家人点菜。那你像嗯我喜欢煮梅干肉、扣肉。,0
嗯，什么菜哦？其实可能煮习惯了，有的时候煮到会让家人点菜。那你像嗯我喜欢煮梅干肉、扣肉，甚至是那个马铃薯炖鸡肉。应该是说我我比较喜欢炖东西。,0
嗯，什么菜哦？其实可能煮习惯了，有的时候煮到会让家人点菜。那你像嗯我喜欢煮梅干肉、扣肉，甚至是那个马铃薯炖鸡肉。应该是说我我比较喜欢炖东西，炖汤之类的，我觉得有时候一碗汤可以让家人的身体会复元气，所以我比较喜欢炖汤。,0
嗯，什么菜哦？其实可能煮习惯了，有的时候煮到会让家人点菜。那你像嗯我喜欢煮梅干肉、扣肉，甚至是那个马铃薯炖鸡肉。应该是说我我比较喜欢炖东西，炖汤之类的。我觉得有时候一碗汤可以让家人的身体恢复元气。所以我比较喜欢炖汤。那其实其他菜我都觉得大同小异。,0
我刚睡我刚睡。,0
社交软件跟风格衣服，我就很一般。,0
社交软件跟风格衣服，我就很一般啊。,0
是，没错。,0
是，没错。过年一定要有那一道菜，不知道为什么，因为可能是，应该是说我的祖先来自福州，呃，福建。,0
可以啊。,0
是没错，过年一定要有那一道菜，不知道为什么，因为可能是，应该是说我的祖先来自福州，呃，福建。那我的爷爷是客家人，来自福建的客客家人。那我们又是闽南人，所以大概会煮一点点那个福福建福州菜。,0
我吃皮蛋。,0
有啊，也会告诉我以前当兵的时候，那个那个外省贝贝吧，火防兵。,0
有啊，也会告诉我以前当兵的时候，那个那个外省贝贝吧，火防兵，他们就会说他们是外省兵，广东人。,0
好啊好啊好啊，你告诉我啊。哎。,0
喂，我说谢谢你，这两天我很开心。,0
有啊，也会告诉我以前当兵的时候，那个那个外省贝贝吧，火防兵，他们就会说他们是外省兵，广东人，他们也会教一些广东菜。可是现在已经都快记忆模糊了，所以有一些广东菜我也其实没有完整的学到，但是爸爸教我尽量学，因为我喜欢待在厨房煮东西，甚至去外面，如果我有吃到一样是我喜欢的。,0
对呀。,0
对呀，可是我经历一次很不好的婚姻，也从，应该是说我的个性是属于花木兰，可是经历到不好的婚姻之后。,0
对呀，可是我经历一次很不好的婚姻，也从，应该是说我的个性是属于花木兰，可是经历到不好的婚姻之后，也让爸爸让我呃为我很心疼的事，我已经忘记说是怎么笑。,0
我不吃牛肉。,0
对呀，可是我经历一次很不好的婚姻，也从，应该是说我的个性是属于花木兰。可是经历到不好的婚姻之后，也让爸爸让我呃为我很心疼的是，我已经忘记说是怎么笑，怎么去，因我甚至有一段时间我是忽然丧失自理功能，我忘记怎么煮菜我甚至想不起来。,0
是很不好的婚姻，也从，应该是说我的个性是属于花木兰。可是经历到不好的婚姻之后，也让爸爸让我呃为我很心疼的是，我已经忘记说是怎么笑，怎么去，因，我甚至有一段时间我是忽然丧失自理功能，我忘记怎么煮菜，我甚至想不起来买什么菜给家人吃。我甚至简单的，我不会扫地，我忘记怎么扫。,0
我的婚姻也从，应该是说我的个性是属于花木兰。可是经历到不好的婚姻之后，也让爸爸让我呃为我很心疼的是，我已经忘记说是怎么笑，怎么去。因我甚至有一段时间我是忽然丧失自理功能，我忘记怎么煮菜，我甚至想不起来买什么菜给家能吃，我甚至简单的我不会扫地，我忘记怎么扫地了。,0
可是经历到不好的婚姻之后，也让爸爸让我呃为我很心疼的是，我已经忘记说是怎么笑，怎么去，因，我甚至有一段时间我是忽然丧失自理功能，我忘记怎么煮菜，我甚至想不起来买什么菜给家人吃。我甚至简单的我不会扫地，我忘记怎么扫地了，所以这一年，两年，我我是属于很黑黑暗潮。,0
没有，就是没。,0
我要听歌。,0
咳咳咳。,0
所以我现在就是一个人，我带着孩子，然后在娘家生活。那就是工作，上班。,0
所以我现在就是一个人，我带着孩子，然后在娘家生活。那就是工作，上班，白天我就是一个工作。,0
所以我现在就是一个人，我带着孩子，然后在娘家生活。那就是工作上班，白天我就是一个工作工作上班。,0
所以我现在就是一个人，我带着孩子，然后在娘家生活。那就是工作上班，白天我就是一个工作工作上班族。那回家就是一个妈妈。,0
所以我现在就是一个人，我带着孩子，然后在娘家生活。那就是工作上班，白天我就是一个工作工作上班族。啊，回家就是一个妈妈。可是我没有后悔我当妈妈，只是就选错人就选错人。,0
所以渐渐的小孩子也希望我再走出来，那只要我快乐就可以。其实这是我第一次玩交友软体。,0
好，谢谢你。我要听歌，给我听歌。,0
今天还没有，我晚餐才会做，因为家里白天都没有人。,0
今天还没有，我晚餐才会做，因为家里白天都没有人，所以孩子去上到，我白天就是都自己应付。,0
有对，嗯。,0
我真的要挂了。,0
外放音乐3。,0
可以哦。,0
嗯，我比较喜欢偏日式口味。,0
我其实也我其实也会吃卤的。,0
嗯，我们家都有遗传心脏病的问题，所以我现在尽量克制，我不要吃那么咸，那么油。是我本身想要改变饮食，我不想要像爸爸还有哥哥这样，还有妈妈现在除了轻微的胆固醇，然后每天早晚都要吃高血压的药，我不想要这样子。,0
