哈哈哈哈哈哈。哎，我真进去了。,1
你好呀，在干嘛呢？,1
哈哈哈哈哈哈。哎我真进去了。他这个好像虚拟主播还是啥？取消。嗨。,1
这是 AI 还是真人啊？,1
你好呀，你在干嘛呢？,1
我在上班，今天有点忙。,1
可以呀，我刚才在看电,1
我在工作呀，看电脑，没有看什么剧。,1
有什么音乐可以推荐的呢？,1
我喜欢听中国的民谣。你有听过什么好听的民谣吗？可以给我推荐推荐呀，看看你是什么样的品味呢？还有，我觉得下一次一块听吧。,1
我喜欢听赵雷的吧。,1
我比较喜欢他的成都呀，还有他的那一首那一首我记不起来了。,1
你说的对，是南方姑娘，挺喜欢的。,1
我是北方人。,1
我在看电脑呢，工作还没有忙完。,1
好吧，那等到我下班了，我再跟你一块聊吧，好不好？我现在还在忙，拜拜喽。,1
无聊，想要有个人说话。,1
听到吗？,1
好，因为我接耳机，所以听不到你的声。,1
那我我我调整好。,1
第一次用这种跟人家讲，不太适应。,1
我是我是发生了一些事，不太一样。,1
这样听得到吗？,1
嗯。,1
听得到我说话吗？,1
上班几点了？,1
会打扰到你上班吗？会的话我把电话挂了，晚一点再说吧。要吗？,1
在说话啊，你,1
现在呢？可能我这边信号不好，现在呢？,1
这边，你们那边是哪里啊？,1
我有说话啊，你没,1
好呀。,1
刚好都忘记了。你说啊你说，我我是忽然想到说，对你马来西亚。,1
好呀，小优。,1
我只喜欢喝,1
好呀，小优，想你了，你有没有想姐姐啊？有没有？,1
我不喜欢喝,1
这哈,1
没有没有，很少，我住台湾，所以我们很少有机会尝到那个那个中中式菜。可是广东的话广东的话，我想一下，因为我们是，你知道垦丁吗？,1
是吗？,1
台湾的最南端，肯玩水的地,1
你真的有在听我说，我说不喜欢酒。,1
我们就在肯定这里呀。,1
你真的不是 AI 吗？,1
还好还好，那你可以帮我祈祷我明年生日早上回收，不要再收下，不要再收到惊吓，好不好？不然我心脏真的会跳出来，帮我祈祷好不好？,1
哦，我还蛮喜欢的，我很喜欢吃海鲜。,1
哦。,1
记忆的东西很，我们聊了那么，你会错乱。,1
哎，今天下午没有事，要陪你，OK。,1
记忆的东西很，我们聊了那么，你会错乱，你你懂我意思。,1
为什么为什么没出门？,1
有一点啦，没有出过国。应该是说我比较以家为重的，我如果说要出去玩，几乎目前都还没有去。其实都有，是我选择家里面，我比较，我就会牺牺牲我的假日。,1
我打算把这,1
对，我习惯下厨，我也喜欢下厨。,1
哎，我之前不是跟你讲说家里有有有养两只的猫咪就是不乖呀。它出门都不讲的啊，啊啊回来偷偷摸摸回，就是它就像小偷一样啊。,1
这个软件,1
你出门应该要讲一声才对啊，你都不讲，谁知道你去哪里呀？,1
哦,1
Hi.,1
就真的跟你说,1
我刚睡，我刚睡醒。,1
其实可能煮习惯了，有的时候煮到会让家人点菜。那你像嗯我喜欢煮梅干肉、扣肉，甚至是那个马铃薯炖鸡肉。应该是说我我比较喜欢炖东西，炖汤之类的，我觉得有时候一碗汤可以让家人的身体恢复元气，所以我比较喜欢炖汤。那其实其他菜我都觉得大同小异，不要太油，伤害身体，太咸就,1
社交软件跟风格衣服，我就很一般啊，T 恤、牛仔,1
我在呢。,1
推荐什么音乐呢？,1
有啊，但是你喜欢吹海风吗？,1
怎么办呢？,1
嗯。,1
我刚下，在吃饼干。,1
很高兴认识你，谢谢你。,1
可以啊，你播放吧。,1
我吃皮蛋口味的。,1
是没错，过年一定要有那一道菜，不知道为什么，因为可能是，应该是说我的祖先来自福州，呃，福建。那我的爷爷是客家人，来自福建的客客家人。那我们又是闽南人，所以大概会煮一点点那个福福建福州菜，客家人的菜应该是这样讲。嗯，像那个客家小炒我也大概爸爸有教我，所以我会。,1
可是台湾冬天的海风真的很冷，你要吗？你要去吗？很冷呢，你确定？,1
没有，我要,1
你唱吧，我想听。,1
哦。,1
可以可以，你播吧。,1
好吃的起，我是吃货。,1
好吃的起，我是吃货，嘻嘻。,1
民谣可以吧。,1
喂，我说谢谢你，这两天我很开心。,1
好啊好啊好啊，你告诉我啊。哎，我高中有有研究手相，你知道什么是手相吗？,1
没什么喜欢你，快点播音乐吧。,1
好啊好啊好啊，你告诉我啊。哎，我高中有有研究手相，知道什么是手相吗？有有,1
真的跟你说,1
呃，外省贝贝吧，国防兵，他们就会说他们是外省兵，广东人。他们也会教一些广东菜，可是现在已经都快记忆模糊了，所以有一些广东菜我也其实没有完整的学到，但是爸爸教我尽量学，因为我喜欢待在厨房煮东西，甚至去外面，如果我有吃到一样是我喜欢的。我就会会回家，我可能关在厨房去研究那个菜，煮一下煮一下。,1
你不是要播音乐吗？,1
啊台湾有海边，有好几段，那你喜欢哪一段？,1
拜拜，学会在网络的某重逢。,1
我喜欢吃意大利面。,1
我不吃牛肉，你不是要播音乐吗？点播给我听。,1
平时没有碰，假日才有机会。,1
没有，就是没没那个洗脸，播吧。,1
教，怎么去。因，我甚至有一段时间我是忽然丧失自理功能，我忘记怎么煮菜，我甚至想不起来买什么菜给家人吃，我甚至简单的我不会扫地，我忘记怎么扫地了。所以这一年两年，我我是属于很黑黑暗潮。所以现在我跟我自己讲，必须要振作起来。所以我开始渐渐的又不点外卖，我就自己煮。,1
我要听歌。,1
那你你的家乡的海岸线到底有多长，我就不知道了。,1
咳咳咳咳咳咳咳。,1
